player_name,country,market_value_eur,market_value_source,highest_market_value_eur,latest_market_value_eur,latest_market_value_date,salimt_latest_market_value_eur,salimt_latest_market_value_date,tm_market_value_in_eur,tm_highest_market_value_in_eur,tm_url,data_source,data_refresh_date
Gatito Fernández,Paraguay,250000,salimt_latest_market_value,250000,,,250000.0,2025-05-12,,,https://www.transfermarkt.co.uk/roberto-fernandez/profil/spieler/107318,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Gustavo Velázquez,Paraguay,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Omar Alderete,Paraguay,12000000,transfermarkt_profile,12000000,12000000.0,2025-12-09,8000000.0,2025-06-08,12000000.0,12000000.0,https://www.transfermarkt.co.uk/omar-alderete/profil/spieler/353032,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Juan José Cáceres,Paraguay,4000000,transfermarkt_profile,4000000,4000000.0,2025-12-16,,,4000000.0,4000000.0,https://www.transfermarkt.co.uk/juan-jose-caceres/profil/spieler/756494,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Fabián Balbuena,Paraguay,1500000,transfermarkt_profile,12000000,1500000.0,2025-12-10,2000000.0,2025-06-03,1500000.0,12000000.0,https://www.transfermarkt.co.uk/fabian-balbuena/profil/spieler/285548,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Júnior Alonso,Paraguay,8000000,transfermarkt_profile,8000000,8000000.0,2024-06-04,3000000.0,2025-09-04,8000000.0,8000000.0,https://www.transfermarkt.co.uk/junior-alonso/profil/spieler/273000,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ramón Sosa,Paraguay,11000000,transfermarkt_profile,13000000,11000000.0,2025-12-10,12000000.0,2025-05-29,11000000.0,13000000.0,https://www.transfermarkt.co.uk/ramon-sosa/profil/spieler/745191,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Diego Gómez,Paraguay,25000000,transfermarkt_profile,25000000,25000000.0,2025-12-09,14000000.0,2025-05-29,25000000.0,25000000.0,https://www.transfermarkt.co.uk/diego-gomez/profil/spieler/996897,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Antonio Sanabria,Paraguay,7000000,transfermarkt_profile,10000000,7000000.0,2024-06-05,2800000.0,2025-06-16,7000000.0,10000000.0,https://www.transfermarkt.co.uk/antonio-sanabria/profil/spieler/234523,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Miguel Almirón,Paraguay,9000000,transfermarkt_profile,35000000,9000000.0,2025-12-11,10000000.0,2025-06-04,9000000.0,35000000.0,https://www.transfermarkt.co.uk/miguel-almiron/profil/spieler/272999,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Maurício,Paraguay,12000000,salimt_latest_market_value,12000000,,,12000000.0,2025-09-04,,,https://www.transfermarkt.co.uk/mauricio/profil/spieler/678439,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Orlando Gill,Paraguay,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/orlando-gill/profil/spieler/643259,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
José Canale,Paraguay,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/jose-canale/profil/spieler/402627,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Andrés Cubas,Paraguay,4500000,transfermarkt_profile,4500000,4500000.0,2023-08-22,4000000.0,2025-06-04,4500000.0,4500000.0,https://www.transfermarkt.co.uk/andres-cubas/profil/spieler/323872,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Gustavo Gómez,Paraguay,8500000,transfermarkt_profile,9000000,8500000.0,2023-07-25,5000000.0,2025-06-05,8500000.0,9000000.0,https://www.transfermarkt.co.uk/gustavo-gomez/profil/spieler/215390,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Damián Bobadilla,Paraguay,4000000,salimt_latest_market_value,4000000,,,4000000.0,2025-09-04,,,https://www.transfermarkt.co.uk/damian-bobadilla/profil/spieler/861852,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kaku,Paraguay,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Álex Arce,Paraguay,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/alex-arce/profil/spieler/970518,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Julio Enciso,Paraguay,20000000,transfermarkt_profile,22000000,20000000.0,2025-12-15,22000000.0,2025-05-29,20000000.0,22000000.0,https://www.transfermarkt.co.uk/julio-enciso/profil/spieler/660867,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Braian Ojeda,Paraguay,4000000,salimt_latest_market_value,4000000,,,4000000.0,2025-06-04,,,https://www.transfermarkt.co.uk/braian-ojeda/profil/spieler/491596,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Gabriel Ávalos,Paraguay,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/gabriel-avalos/profil/spieler/358418,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Gastón Olveira,Paraguay,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Matías Galarza,Paraguay,2500000,salimt_latest_market_value,2500000,,,2500000.0,2025-06-01,,,https://www.transfermarkt.co.uk/matias-galarza/profil/spieler/661269,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Gustavo Caballero,Paraguay,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/gustavo-caballero/profil/spieler/891672,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Isidro Pitta,Paraguay,7500000,salimt_latest_market_value,7500000,,,7500000.0,2025-09-04,,,https://www.transfermarkt.co.uk/isidro-pitta/profil/spieler/675178,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alexandro Maidana,Paraguay,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/alexandro-maidana/profil/spieler/1371519,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mert Günok,Turkey,500000,transfermarkt_profile,5000000,500000.0,2025-12-17,1000000.0,2025-06-17,500000.0,5000000.0,https://www.transfermarkt.co.uk/mert-gunok/profil/spieler/51894,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Zeki Çelik,Turkey,12000000,transfermarkt_profile,20000000,12000000.0,2025-12-23,6000000.0,2025-06-16,12000000.0,20000000.0,https://www.transfermarkt.co.uk/zeki-celik/profil/spieler/251075,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Merih Demiral,Turkey,20000000,transfermarkt_profile,30000000,20000000.0,2023-06-15,13000000.0,2025-05-26,20000000.0,30000000.0,https://www.transfermarkt.co.uk/merih-demiral/profil/spieler/340879,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Çağlar Söyüncü,Turkey,6000000,transfermarkt_profile,45000000,6000000.0,2025-12-17,,,6000000.0,45000000.0,https://www.transfermarkt.co.uk/caglar-soyuncu/profil/spieler/320141,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Salih Özcan,Turkey,3500000,transfermarkt_profile,17000000,3500000.0,2025-12-19,4000000.0,2025-06-04,3500000.0,17000000.0,https://www.transfermarkt.co.uk/salih-ozcan/profil/spieler/244940,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Orkun Kökçü,Turkey,25000000,transfermarkt_profile,35000000,25000000.0,2025-12-17,30000000.0,2025-05-29,25000000.0,35000000.0,https://www.transfermarkt.co.uk/orkun-kokcu/profil/spieler/454567,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kerem Aktürkoğlu,Turkey,22000000,transfermarkt_profile,25000000,22000000.0,2025-12-17,24000000.0,2025-05-29,22000000.0,25000000.0,https://www.transfermarkt.co.uk/kerem-akturkoglu/profil/spieler/382528,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Arda Güler,Turkey,45000000,transfermarkt_profile,45000000,45000000.0,2024-07-18,45000000.0,2025-06-08,45000000.0,45000000.0,https://www.transfermarkt.co.uk/arda-guler/profil/spieler/861410,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Deniz Gül,Turkey,4000000,salimt_latest_market_value,4000000,,,4000000.0,2025-05-29,,,https://www.transfermarkt.co.uk/deniz-gul/profil/spieler/1063292,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hakan Çalhanoğlu,Turkey,22000000,transfermarkt_profile,45000000,22000000.0,2025-12-23,30000000.0,2025-06-16,22000000.0,45000000.0,https://www.transfermarkt.co.uk/hakan-calhanoglu/profil/spieler/126414,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kenan Yıldız,Turkey,75000000,transfermarkt_profile,75000000,75000000.0,2025-12-23,50000000.0,2025-06-16,75000000.0,75000000.0,https://www.transfermarkt.co.uk/kenan-yildiz/profil/spieler/845654,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Altay Bayındır,Turkey,7000000,transfermarkt_profile,16000000,7000000.0,2025-12-09,8000000.0,2025-05-29,7000000.0,16000000.0,https://www.transfermarkt.co.uk/altay-bayindir/profil/spieler/336077,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Eren Elmalı,Turkey,5000000,transfermarkt_profile,6000000,5000000.0,2025-12-17,5000000.0,2025-06-17,5000000.0,6000000.0,https://www.transfermarkt.co.uk/eren-elmali/profil/spieler/616894,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Abdülkerim Bardakcı,Turkey,6500000,transfermarkt_profile,10000000,6500000.0,2025-12-17,7000000.0,2025-06-17,6500000.0,10000000.0,https://www.transfermarkt.co.uk/abdulkerim-bardakci/profil/spieler/199316,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ozan Kabak,Turkey,5000000,transfermarkt_profile,32000000,5000000.0,2025-12-19,5000000.0,2025-06-04,5000000.0,32000000.0,https://www.transfermarkt.co.uk/ozan-kabak/profil/spieler/361260,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
İsmail Yüksek,Turkey,12000000,transfermarkt_profile,12000000,12000000.0,2024-05-31,11000000.0,2025-06-17,12000000.0,12000000.0,https://www.transfermarkt.co.uk/ismail-yuksek/profil/spieler/613725,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
İrfan Can Kahveci,Turkey,4500000,transfermarkt_profile,11500000,4500000.0,2025-12-17,7000000.0,2025-06-17,4500000.0,11500000.0,https://www.transfermarkt.co.uk/irfan-can-kahveci/profil/spieler/216603,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mert Müldür,Turkey,5000000,transfermarkt_profile,10000000,5000000.0,2025-12-17,6000000.0,2025-06-17,5000000.0,10000000.0,https://www.transfermarkt.co.uk/mert-muldur/profil/spieler/353922,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Yunus Akgün,Turkey,5000000,transfermarkt_profile,8500000,5000000.0,2024-05-24,14000000.0,2025-06-17,5000000.0,8500000.0,https://www.transfermarkt.co.uk/yunus-akgun/profil/spieler/396908,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ferdi Kadıoğlu,Turkey,28000000,transfermarkt_profile,30000000,28000000.0,2025-12-09,25000000.0,2025-05-29,28000000.0,30000000.0,https://www.transfermarkt.co.uk/ferdi-kadioglu/profil/spieler/369316,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Barış Alper Yılmaz,Turkey,20000000,transfermarkt_profile,20000000,20000000.0,2024-07-18,21000000.0,2025-06-17,20000000.0,20000000.0,https://www.transfermarkt.co.uk/baris-alper-yilmaz/profil/spieler/541537,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kaan Ayhan,Turkey,4700000,transfermarkt_profile,9000000,4700000.0,2024-05-31,4000000.0,2025-06-17,4700000.0,9000000.0,https://www.transfermarkt.co.uk/kaan-ayhan/profil/spieler/119031,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Uğurcan Çakır,Turkey,15000000,transfermarkt_profile,19000000,15000000.0,2025-12-17,9500000.0,2025-06-17,15000000.0,19000000.0,https://www.transfermarkt.co.uk/ugurcan-cakir/profil/spieler/292199,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Oğuz Aydın,Turkey,10000000,transfermarkt_profile,11000000,10000000.0,2025-12-17,,,10000000.0,11000000.0,https://www.transfermarkt.co.uk/oguz-aydin/profil/spieler/563749,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Samet Akaydin,Turkey,1200000,transfermarkt_profile,4200000,1200000.0,2025-12-17,1500000.0,2025-06-17,1200000.0,4200000.0,https://www.transfermarkt.co.uk/samet-akaydin/profil/spieler/295024,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Can Uzun,Turkey,45000000,transfermarkt_profile,45000000,45000000.0,2025-12-19,18000000.0,2025-06-04,45000000.0,45000000.0,https://www.transfermarkt.co.uk/can-uzun/profil/spieler/816585,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Matt Turner,United States,7000000,transfermarkt_profile,10000000,7000000.0,2024-05-27,2500000.0,2025-05-29,7000000.0,10000000.0,https://www.transfermarkt.co.uk/matt-turner/profil/spieler/425306,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Sergiño Dest,United States,18000000,transfermarkt_profile,30000000,18000000.0,2025-12-02,16000000.0,2025-05-27,18000000.0,30000000.0,https://www.transfermarkt.co.uk/sergino-dest/profil/spieler/361104,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Chris Richards,United States,25000000,transfermarkt_profile,25000000,25000000.0,2025-12-09,14000000.0,2025-05-29,25000000.0,25000000.0,https://www.transfermarkt.co.uk/chris-richards/profil/spieler/578539,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tyler Adams,United States,25000000,transfermarkt_profile,25000000,25000000.0,2025-12-09,18000000.0,2025-05-29,25000000.0,25000000.0,https://www.transfermarkt.co.uk/tyler-adams/profil/spieler/332705,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Antonee Robinson,United States,30000000,transfermarkt_profile,35000000,30000000.0,2025-12-09,35000000.0,2025-05-29,30000000.0,35000000.0,https://www.transfermarkt.co.uk/antonee-robinson/profil/spieler/349701,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Auston Trusty,United States,5000000,transfermarkt_profile,10000000,5000000.0,2025-12-10,6000000.0,2025-06-16,5000000.0,10000000.0,https://www.transfermarkt.co.uk/auston-trusty/profil/spieler/389253,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Giovanni Reyna,United States,6000000,transfermarkt_profile,42000000,6000000.0,2025-12-19,7000000.0,2025-06-04,6000000.0,42000000.0,https://www.transfermarkt.co.uk/giovanni-reyna/profil/spieler/504215,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Weston McKennie,United States,22000000,transfermarkt_profile,28000000,22000000.0,2025-12-23,22000000.0,2025-06-16,22000000.0,28000000.0,https://www.transfermarkt.co.uk/weston-mckennie/profil/spieler/332697,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ricardo Pepi,United States,15000000,transfermarkt_profile,18000000,15000000.0,2025-12-02,16000000.0,2025-05-27,15000000.0,18000000.0,https://www.transfermarkt.co.uk/ricardo-pepi/profil/spieler/627207,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Christian Pulisic,United States,60000000,transfermarkt_profile,60000000,60000000.0,2025-12-23,50000000.0,2025-06-16,60000000.0,60000000.0,https://www.transfermarkt.co.uk/christian-pulisic/profil/spieler/315779,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Brenden Aaronson,United States,12000000,transfermarkt_profile,30000000,12000000.0,2024-05-29,15000000.0,2025-05-26,12000000.0,30000000.0,https://www.transfermarkt.co.uk/brenden-aaronson/profil/spieler/393323,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Miles Robinson,United States,3500000,salimt_latest_market_value,3500000,,,3500000.0,2025-06-04,,,https://www.transfermarkt.co.uk/miles-robinson/profil/spieler/468022,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tim Ream,United States,800000,transfermarkt_profile,4000000,800000.0,2024-05-27,300000.0,2025-06-04,800000.0,4000000.0,https://www.transfermarkt.co.uk/tim-ream/profil/spieler/145466,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Sebastian Berhalter,United States,2000000,salimt_latest_market_value,2000000,,,2000000.0,2025-06-04,,,https://www.transfermarkt.co.uk/sebastian-berhalter/profil/spieler/734761,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Cristian Roldan,United States,4000000,salimt_latest_market_value,4000000,,,4000000.0,2025-06-04,,,https://www.transfermarkt.co.uk/cristian-roldan/profil/spieler/354792,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alex Freeman,United States,2000000,salimt_latest_market_value,2000000,,,2000000.0,2025-09-11,,,https://www.transfermarkt.co.uk/alex-freeman/profil/spieler/985806,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Malik Tillman,United States,35000000,transfermarkt_profile,35000000,35000000.0,2025-12-19,32000000.0,2025-05-27,35000000.0,35000000.0,https://www.transfermarkt.co.uk/malik-tillman/profil/spieler/467437,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Maximilian Arfsten,United States,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/max-arfsten/profil/spieler/993063,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Haji Wright,United States,7000000,transfermarkt_profile,7000000,7000000.0,2023-10-27,8000000.0,2025-05-26,7000000.0,7000000.0,https://www.transfermarkt.co.uk/haji-wright/profil/spieler/315291,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Folarin Balogun,United States,22000000,transfermarkt_profile,30000000,22000000.0,2025-12-15,18000000.0,2025-06-02,22000000.0,30000000.0,https://www.transfermarkt.co.uk/folarin-balogun/profil/spieler/503770,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Timothy Weah,United States,20000000,transfermarkt_profile,20000000,20000000.0,2025-12-15,17000000.0,2025-06-16,20000000.0,20000000.0,https://www.transfermarkt.co.uk/timothy-weah/profil/spieler/370846,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mark McKenzie,United States,6000000,transfermarkt_profile,8000000,6000000.0,2024-06-04,6000000.0,2025-06-02,6000000.0,8000000.0,https://www.transfermarkt.co.uk/mark-mckenzie/profil/spieler/429259,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Joe Scally,United States,7000000,transfermarkt_profile,12000000,7000000.0,2025-12-19,10000000.0,2025-06-04,7000000.0,12000000.0,https://www.transfermarkt.co.uk/joe-scally/profil/spieler/504153,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Matt Freese,United States,800000,salimt_latest_market_value,800000,,,800000.0,2025-06-04,,,https://www.transfermarkt.co.uk/matt-freese/profil/spieler/500309,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Chris Brady,United States,2500000,salimt_latest_market_value,2500000,,,2500000.0,2025-06-04,,,https://www.transfermarkt.co.uk/chris-brady/profil/spieler/765504,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alejandro Zendejas,United States,250000,transfermarkt_profile,2500000,250000.0,2023-08-22,100000.0,2025-06-04,250000.0,2500000.0,https://www.transfermarkt.co.uk/alejandro-bedoya/profil/spieler/111783,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Eloy Room,Curaçao,200000,transfermarkt_profile,4500000,200000.0,2025-06-12,200000.0,2025-06-11,200000.0,4500000.0,https://www.transfermarkt.co.uk/eloy-room/profil/spieler/79294,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Shurandy Sambo,Curaçao,2000000,transfermarkt_profile,3000000,2000000.0,2024-05-31,2000000.0,2025-05-26,2000000.0,3000000.0,https://www.transfermarkt.co.uk/shurandy-sambo/profil/spieler/412937,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Juriën Gaari,Curaçao,450000,transfermarkt_profile,500000,450000.0,2024-05-31,400000.0,2025-06-23,450000.0,500000.0,https://www.transfermarkt.co.uk/jurien-gaari/profil/spieler/328455,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Roshon van Eijma,Curaçao,375000,transfermarkt_profile,500000,375000.0,2025-12-16,450000.0,2025-05-27,375000.0,500000.0,https://www.transfermarkt.co.uk/roshon-van-eijma/profil/spieler/401029,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Sherel Floranus,Curaçao,800000,transfermarkt_profile,1000000,800000.0,2025-12-02,850000.0,2025-05-27,800000.0,1000000.0,https://www.transfermarkt.co.uk/sherel-floranus/profil/spieler/315211,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Godfried Roemeratoe,Curaçao,400000,transfermarkt_profile,1400000,400000.0,2025-12-16,500000.0,2025-05-27,400000.0,1400000.0,https://www.transfermarkt.co.uk/godfried-roemeratoe/profil/spieler/393241,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Juninho Bacuna,Curaçao,4500000,transfermarkt_profile,5500000,4500000.0,2023-10-27,3000000.0,2025-05-26,4500000.0,5500000.0,https://www.transfermarkt.co.uk/juninho-bacuna/profil/spieler/348863,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Livano Comenencia,Curaçao,800000,transfermarkt_profile,1000000,800000.0,2024-06-18,500000.0,2025-06-18,800000.0,1000000.0,https://www.transfermarkt.co.uk/livano-comenencia/profil/spieler/626764,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jürgen Locadia,Curaçao,1800000,transfermarkt_profile,15000000,1800000.0,2023-06-26,200000.0,2025-06-24,1800000.0,15000000.0,https://www.transfermarkt.co.uk/jurgen-locadia/profil/spieler/166240,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Leandro Bacuna,Curaçao,900000,transfermarkt_profile,3000000,900000.0,2023-06-01,300000.0,2025-05-27,900000.0,3000000.0,https://www.transfermarkt.co.uk/leandro-bacuna/profil/spieler/126014,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jeremy Antonisse,Curaçao,800000,transfermarkt_profile,800000,800000.0,2025-12-12,700000.0,2025-05-29,800000.0,800000.0,https://www.transfermarkt.co.uk/jeremy-antonisse/profil/spieler/594273,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Sontje Hansen,Curaçao,3000000,transfermarkt_profile,6000000,3000000.0,2024-05-31,4000000.0,2025-05-27,3000000.0,6000000.0,https://www.transfermarkt.co.uk/sontje-hansen/profil/spieler/485582,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tyrese Noslin,Curaçao,400000,salimt_latest_market_value,400000,,,400000.0,2025-06-08,,,https://www.transfermarkt.co.uk/tyrese-noslin/profil/spieler/708005,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kenji Gorré,Curaçao,800000,transfermarkt_profile,800000,800000.0,2023-11-27,750000.0,2025-05-27,800000.0,800000.0,https://www.transfermarkt.co.uk/kenji-gorre/profil/spieler/374889,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ar'jany Martha,Curaçao,1200000,transfermarkt_profile,1500000,1200000.0,2024-05-31,700000.0,2025-06-11,1200000.0,1500000.0,https://www.transfermarkt.co.uk/arjany-martha/profil/spieler/572519,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jearl Margaritha,Curaçao,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Brandley Kuwas,Curaçao,450000,transfermarkt_profile,4500000,450000.0,2023-10-20,300000.0,2025-06-08,450000.0,4500000.0,https://www.transfermarkt.co.uk/brandley-kuwas/profil/spieler/232219,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Armando Obispo,Curaçao,3000000,transfermarkt_profile,5500000,3000000.0,2025-12-02,,,3000000.0,5500000.0,https://www.transfermarkt.co.uk/armando-obispo/profil/spieler/339337,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Gervane Kastaneer,Curaçao,200000,transfermarkt_profile,750000,200000.0,2023-10-13,175000.0,2025-05-28,200000.0,750000.0,https://www.transfermarkt.co.uk/gervane-kastaneer/profil/spieler/240752,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Joshua Brenet,Curaçao,3500000,transfermarkt_profile,5000000,3500000.0,2024-05-31,,,3500000.0,5000000.0,https://www.transfermarkt.co.uk/joshua-brenet/profil/spieler/207006,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tahith Chong,Curaçao,6000000,transfermarkt_profile,7000000,6000000.0,2024-05-27,5000000.0,2025-05-26,6000000.0,7000000.0,https://www.transfermarkt.co.uk/tahith-chong/profil/spieler/344830,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kevin Felida,Curaçao,350000,transfermarkt_profile,425000,350000.0,2025-12-16,,,350000.0,425000.0,https://www.transfermarkt.co.uk/kevin-felida/profil/spieler/433933,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Riechedly Bazoer,Curaçao,2800000,transfermarkt_profile,15000000,2800000.0,2025-12-17,3000000.0,2025-06-17,2800000.0,15000000.0,https://www.transfermarkt.co.uk/riechedly-bazoer/profil/spieler/216443,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Deveron Fonville,Curaçao,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/deveron-fonville/profil/spieler/708989,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tyrick Bodak,Curaçao,25000,salimt_latest_market_value,25000,,,25000.0,2025-06-08,,,https://www.transfermarkt.co.uk/tyrick-bodak/profil/spieler/663961,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Trevor Doornbusch,Curaçao,100000,transfermarkt_profile,125000,100000.0,2023-07-04,150000.0,2025-06-08,100000.0,125000.0,https://www.transfermarkt.co.uk/trevor-doornbusch/profil/spieler/390814,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hernán Galíndez,Ecuador,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/hernan-galindez/profil/spieler/77127,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Félix Torres,Ecuador,1500000,salimt_latest_market_value,1500000,,,1500000.0,2025-09-04,,,https://www.transfermarkt.co.uk/felix-torres/profil/spieler/468174,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Piero Hincapié,Ecuador,50000000,transfermarkt_profile,50000000,50000000.0,2025-12-09,50000000.0,2025-06-04,50000000.0,50000000.0,https://www.transfermarkt.co.uk/piero-hincapie/profil/spieler/659813,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Joel Ordóñez,Ecuador,6000000,transfermarkt_profile,6000000,6000000.0,2024-06-04,28000000.0,2025-06-11,6000000.0,6000000.0,https://www.transfermarkt.co.uk/joel-ordonez/profil/spieler/893661,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jordy Alcívar,Ecuador,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/jordy-alcivar/profil/spieler/598145,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Willian Pacho,Ecuador,70000000,transfermarkt_profile,70000000,70000000.0,2025-12-15,65000000.0,2025-06-02,70000000.0,70000000.0,https://www.transfermarkt.co.uk/willian-pacho/profil/spieler/661171,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Pervis Estupiñán,Ecuador,14000000,transfermarkt_profile,35000000,14000000.0,2025-12-23,30000000.0,2025-05-29,14000000.0,35000000.0,https://www.transfermarkt.co.uk/pervis-estupinan/profil/spieler/349599,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Anthony Valencia,Ecuador,1000000,transfermarkt_profile,1200000,1000000.0,2025-12-10,1200000.0,2025-06-11,1000000.0,1200000.0,https://www.transfermarkt.co.uk/anthony-valencia/profil/spieler/974374,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
John Yeboah,Ecuador,1500000,transfermarkt_profile,1500000,1500000.0,2023-06-09,2800000.0,2025-06-16,1500000.0,1500000.0,https://www.transfermarkt.co.uk/john-yeboah/profil/spieler/439914,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
