player_name,country,market_value_eur,market_value_source,highest_market_value_eur,latest_market_value_eur,latest_market_value_date,salimt_latest_market_value_eur,salimt_latest_market_value_date,tm_market_value_in_eur,tm_highest_market_value_in_eur,tm_url,data_source,data_refresh_date
Ellyes Skhiri,Tunisia,6000000,transfermarkt_profile,13000000,6000000.0,2025-12-19,7500000.0,2025-06-04,6000000.0,13000000.0,https://www.transfermarkt.co.uk/ellyes-skhiri/profil/spieler/290587,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Rayan Elloumi,Tunisia,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/rayan-elloumi/profil/spieler/1273985,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Firas Chaouat,Tunisia,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Yan Valery,Tunisia,2000000,transfermarkt_profile,7000000,2000000.0,2023-06-27,1400000.0,2025-05-26,2000000.0,7000000.0,https://www.transfermarkt.co.uk/yan-valery/profil/spieler/406008,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohamed Amine Ben Hamida,Tunisia,250000,transfermarkt_profile,900000,250000.0,2023-03-28,300000.0,2025-06-02,250000.0,900000.0,https://www.transfermarkt.co.uk/ayman-ben-mohamed/profil/spieler/249446,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Sabri Ben Hessen,Tunisia,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/sabri-ben-hessen/profil/spieler/295381,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Moutaz Neffati,Tunisia,800000,salimt_latest_market_value,800000,,,800000.0,2025-06-17,,,https://www.transfermarkt.co.uk/moutaz-neffati/profil/spieler/1034598,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Raed Chikhaoui,Tunisia,1000000,transfermarkt_profile,1400000,1000000.0,2023-10-12,0.0,2025-03-20,1000000.0,1400000.0,https://www.transfermarkt.co.uk/haykeul-chikhaoui/profil/spieler/290603,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Anis Ben Slimane,Tunisia,2500000,transfermarkt_profile,3500000,2500000.0,2024-05-27,3000000.0,2025-05-26,2500000.0,3500000.0,https://www.transfermarkt.co.uk/anis-slimane/profil/spieler/546712,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Sebastian Tounekti,Tunisia,300000,transfermarkt_profile,350000,300000.0,2023-06-29,1200000.0,2025-06-17,300000.0,350000.0,https://www.transfermarkt.co.uk/sebastian-tounekti/profil/spieler/539677,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Thibaut Courtois,Belgium,28000000,transfermarkt_profile,75000000,28000000.0,2024-06-07,20000000.0,2025-06-08,28000000.0,75000000.0,https://www.transfermarkt.co.uk/thibaut-courtois/profil/spieler/108390,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Zeno Debast,Belgium,30000000,transfermarkt_profile,30000000,30000000.0,2025-12-18,,,30000000.0,30000000.0,https://www.transfermarkt.co.uk/zeno-debast/profil/spieler/548193,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Arthur Theate,Belgium,24000000,transfermarkt_profile,24000000,24000000.0,2025-12-19,24000000.0,2025-06-04,24000000.0,24000000.0,https://www.transfermarkt.co.uk/arthur-theate/profil/spieler/368891,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Brandon Mechele,Belgium,3000000,transfermarkt_profile,7000000,3000000.0,2025-12-10,3500000.0,2025-06-11,3000000.0,7000000.0,https://www.transfermarkt.co.uk/brandon-mechele/profil/spieler/236168,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Maxim De Cuyper,Belgium,22000000,transfermarkt_profile,22000000,22000000.0,2025-12-09,16000000.0,2025-06-11,22000000.0,22000000.0,https://www.transfermarkt.co.uk/maxim-de-cuyper/profil/spieler/429915,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Axel Witsel,Belgium,1400000,transfermarkt_profile,40000000,1400000.0,2025-12-12,2000000.0,2025-06-08,1400000.0,40000000.0,https://www.transfermarkt.co.uk/axel-witsel/profil/spieler/35047,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kevin De Bruyne,Belgium,15000000,transfermarkt_profile,150000000,15000000.0,2025-12-23,20000000.0,2025-05-29,15000000.0,150000000.0,https://www.transfermarkt.co.uk/kevin-de-bruyne/profil/spieler/88755,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Youri Tielemans,Belgium,35000000,transfermarkt_profile,55000000,35000000.0,2025-12-09,38000000.0,2025-05-29,35000000.0,55000000.0,https://www.transfermarkt.co.uk/youri-tielemans/profil/spieler/249565,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Romelu Lukaku,Belgium,15000000,transfermarkt_profile,100000000,15000000.0,2025-12-23,22000000.0,2025-06-16,15000000.0,100000000.0,https://www.transfermarkt.co.uk/romelu-lukaku/profil/spieler/96341,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Leandro Trossard,Belgium,20000000,transfermarkt_profile,38000000,20000000.0,2025-12-09,22000000.0,2025-05-29,20000000.0,38000000.0,https://www.transfermarkt.co.uk/leandro-trossard/profil/spieler/144028,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jérémy Doku,Belgium,65000000,transfermarkt_profile,65000000,65000000.0,2025-12-09,50000000.0,2025-05-29,65000000.0,65000000.0,https://www.transfermarkt.co.uk/jeremy-doku/profil/spieler/486049,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Senne Lammens,Belgium,25000000,transfermarkt_profile,25000000,25000000.0,2025-12-09,9000000.0,2025-06-11,25000000.0,25000000.0,https://www.transfermarkt.co.uk/senne-lammens/profil/spieler/503883,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mike Penders,Belgium,1000000,transfermarkt_profile,1000000,1000000.0,2024-06-04,12000000.0,2025-06-11,1000000.0,1000000.0,https://www.transfermarkt.co.uk/mike-penders/profil/spieler/834397,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Dodi Lukébakio,Belgium,20000000,transfermarkt_profile,25000000,20000000.0,2025-12-18,20000000.0,2025-06-08,20000000.0,25000000.0,https://www.transfermarkt.co.uk/dodi-lukebakio/profil/spieler/303259,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Thomas Meunier,Belgium,1800000,transfermarkt_profile,35000000,1800000.0,2025-12-15,2000000.0,2025-06-02,1800000.0,35000000.0,https://www.transfermarkt.co.uk/thomas-meunier/profil/spieler/100986,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Koni De Winter,Belgium,12000000,transfermarkt_profile,12000000,12000000.0,2024-06-05,22000000.0,2025-06-16,12000000.0,12000000.0,https://www.transfermarkt.co.uk/koni-de-winter/profil/spieler/490384,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Charles De Ketelaere,Belgium,34000000,transfermarkt_profile,34000000,34000000.0,2024-06-05,35000000.0,2025-06-16,34000000.0,34000000.0,https://www.transfermarkt.co.uk/charles-de-ketelaere/profil/spieler/435772,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Joaquin Seys,Belgium,600000,transfermarkt_profile,600000,600000.0,2024-06-20,8000000.0,2025-06-11,600000.0,600000.0,https://www.transfermarkt.co.uk/joaquin-seys/profil/spieler/981196,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Diego Moreira,Belgium,18000000,transfermarkt_profile,18000000,18000000.0,2025-12-15,18000000.0,2025-06-02,18000000.0,18000000.0,https://www.transfermarkt.co.uk/diego-moreira/profil/spieler/655006,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hans Vanaken,Belgium,6000000,transfermarkt_profile,16000000,6000000.0,2025-12-10,7000000.0,2025-06-11,6000000.0,16000000.0,https://www.transfermarkt.co.uk/hans-vanaken/profil/spieler/137576,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Timothy Castagne,Belgium,10000000,transfermarkt_profile,28000000,10000000.0,2025-12-09,13000000.0,2025-05-29,10000000.0,28000000.0,https://www.transfermarkt.co.uk/timothy-castagne/profil/spieler/262226,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alexis Saelemaekers,Belgium,12000000,transfermarkt_profile,20000000,12000000.0,2024-06-05,17000000.0,2025-06-16,12000000.0,20000000.0,https://www.transfermarkt.co.uk/alexis-saelemaekers/profil/spieler/381950,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nicolas Raskin,Belgium,6500000,transfermarkt_profile,8000000,6500000.0,2024-05-30,10000000.0,2025-06-16,6500000.0,8000000.0,https://www.transfermarkt.co.uk/nicolas-raskin/profil/spieler/422763,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Amadou Onana,Belgium,42000000,transfermarkt_profile,55000000,42000000.0,2025-12-09,50000000.0,2025-05-29,42000000.0,55000000.0,https://www.transfermarkt.co.uk/amadou-onana/profil/spieler/485706,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nathan Ngoy,Belgium,3500000,transfermarkt_profile,4000000,3500000.0,2024-06-04,3500000.0,2025-06-11,3500000.0,4000000.0,https://www.transfermarkt.co.uk/nathan-ngoy/profil/spieler/548254,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Matias Fernandez-Pardo,Belgium,3000000,transfermarkt_profile,3000000,3000000.0,2024-06-04,15000000.0,2025-06-02,3000000.0,3000000.0,https://www.transfermarkt.co.uk/matias-fernandez-pardo/profil/spieler/724129,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohamed El Shenawy,Egypt,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/mohamed-el-shenawy/profil/spieler/134573,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Yasser Ibrahim,Egypt,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/yasser-ibrahim/profil/spieler/237425,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohamed Hany,Egypt,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/mohamed-hany/profil/spieler/343974,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hossam Abdelmaguid,Egypt,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/hossam-abdelmaguid/profil/spieler/737524,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ramy Rabia,Egypt,400000,transfermarkt_profile,1200000,400000.0,2023-06-29,,,400000.0,1200000.0,https://www.transfermarkt.co.uk/ramy-rabia/profil/spieler/172623,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohamed Abdelmonem,Egypt,3000000,transfermarkt_profile,4000000,3000000.0,2025-12-15,4000000.0,2025-06-02,3000000.0,4000000.0,https://www.transfermarkt.co.uk/mohamed-abdelmonem/profil/spieler/566025,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Trézéguet,Egypt,4500000,transfermarkt_profile,11000000,4500000.0,2025-12-01,5000000.0,2025-05-27,4500000.0,11000000.0,https://www.transfermarkt.co.uk/trezeguet/profil/spieler/234189,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Emam Ashour,Egypt,2000000,transfermarkt_profile,2500000,2000000.0,2023-06-26,4000000.0,2025-06-12,2000000.0,2500000.0,https://www.transfermarkt.co.uk/emam-ashour/profil/spieler/604008,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hamza Abdelkarim,Egypt,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohamed Salah,Egypt,30000000,transfermarkt_profile,150000000,30000000.0,2025-12-09,50000000.0,2025-05-29,30000000.0,150000000.0,https://www.transfermarkt.co.uk/mohamed-salah/profil/spieler/148455,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mostafa Ziko,Egypt,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Haissem Hassan,Egypt,1500000,transfermarkt_profile,2000000,1500000.0,2023-06-14,2500000.0,2025-06-23,1500000.0,2000000.0,https://www.transfermarkt.co.uk/haissem-hassan/profil/spieler/620164,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ahmed Fatouh,Egypt,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/ahmed-fatouh/profil/spieler/465966,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hamdy Fathy,Egypt,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/hamdy-fathy/profil/spieler/340303,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Karim Hafez,Egypt,600000,transfermarkt_profile,1500000,600000.0,2023-06-29,300000.0,2025-06-12,600000.0,1500000.0,https://www.transfermarkt.co.uk/karim-hafez/profil/spieler/333004,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
El Mahdy Soliman,Egypt,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohanad Lasheen,Egypt,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nabil Emad,Egypt,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Marwan Attia,Egypt,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/marwan-hamdi/profil/spieler/557938,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ibrahim Adel,Egypt,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/ibrahim-adel/profil/spieler/677278,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mahmoud Saber,Egypt,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/mahmoud-saber/profil/spieler/729390,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Omar Marmoush,Egypt,65000000,transfermarkt_profile,75000000,65000000.0,2025-12-09,75000000.0,2025-05-29,65000000.0,75000000.0,https://www.transfermarkt.co.uk/omar-marmoush/profil/spieler/445939,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mostafa Shobeir,Egypt,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/oufa-shobeir/profil/spieler/661455,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tarek Alaa,Egypt,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Zizo,Egypt,5000000,transfermarkt_profile,5000000,5000000.0,2023-06-29,,,5000000.0,5000000.0,https://www.transfermarkt.co.uk/zizo/profil/spieler/320722,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohamed Alaa,Egypt,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/mohamed-awad/profil/spieler/184818,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alireza Beiranvand,Iran,1200000,transfermarkt_profile,3500000,1200000.0,2023-11-28,800000.0,2025-05-15,1200000.0,3500000.0,https://www.transfermarkt.co.uk/alireza-beiranvand/profil/spieler/229081,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Saleh Hardani,Iran,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ehsan Hajsafi,Iran,275000,transfermarkt_profile,1500000,275000.0,2025-12-08,300000.0,2025-05-22,275000.0,1500000.0,https://www.transfermarkt.co.uk/ehsan-hajsafi/profil/spieler/77547,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Shojae Khalilzadeh,Iran,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Milad Mohammadi,Iran,1300000,transfermarkt_profile,5000000,1300000.0,2024-05-31,1200000.0,2025-05-15,1300000.0,5000000.0,https://www.transfermarkt.co.uk/milad-mohammadi/profil/spieler/333355,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Saeid Ezatolahi,Iran,900000,transfermarkt_profile,1500000,900000.0,2024-06-03,1300000.0,2025-05-28,900000.0,1500000.0,https://www.transfermarkt.co.uk/saeid-ezatolahi/profil/spieler/249271,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alireza Jahanbakhsh,Iran,3000000,transfermarkt_profile,18000000,3000000.0,2024-05-31,1500000.0,2025-05-27,3000000.0,18000000.0,https://www.transfermarkt.co.uk/alireza-jahanbakhsh/profil/spieler/213268,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohammad Mohebi,Iran,3500000,transfermarkt_profile,3500000,3500000.0,2024-06-04,3000000.0,2025-06-03,3500000.0,3500000.0,https://www.transfermarkt.co.uk/mohammad-mohebi/profil/spieler/603149,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mehdi Taremi,Iran,2500000,transfermarkt_profile,20000000,2500000.0,2025-12-12,3500000.0,2025-06-16,2500000.0,20000000.0,https://www.transfermarkt.co.uk/mehdi-taremi/profil/spieler/307058,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mehdi Ghayedi,Iran,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/mehdi-ghayedi/profil/spieler/478192,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ali Alipour,Iran,1000000,transfermarkt_profile,1500000,1000000.0,2024-06-06,1200000.0,2025-05-15,1000000.0,1500000.0,https://www.transfermarkt.co.uk/ali-alipour/profil/spieler/249360,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Payam Niazmand,Iran,750000,transfermarkt_profile,900000,750000.0,2023-11-28,650000.0,2025-05-15,750000.0,900000.0,https://www.transfermarkt.co.uk/payam-niazmand/profil/spieler/343044,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hossein Kanaanizadegan,Iran,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Saman Ghoddos,Iran,2000000,transfermarkt_profile,5000000,2000000.0,2024-05-27,1500000.0,2025-05-28,2000000.0,5000000.0,https://www.transfermarkt.co.uk/saman-ghoddos/profil/spieler/204294,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Rouzbeh Cheshmi,Iran,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mehdi Torabi,Iran,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/mehdi-tikdari/profil/spieler/455356,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Aria Yousefi,Iran,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Amirhossein Hosseinzadeh,Iran,700000,transfermarkt_profile,850000,700000.0,2023-11-28,1500000.0,2025-05-15,700000.0,850000.0,https://www.transfermarkt.co.uk/amirhossein-hosseinzadeh/profil/spieler/542380,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ali Nemati,Iran,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Shahriyar Moghanlou,Iran,900000,transfermarkt_profile,1000000,900000.0,2023-11-28,,,900000.0,1000000.0,https://www.transfermarkt.co.uk/shahriar-moghanlou/profil/spieler/357125,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohammad Ghorbani,Iran,800000,transfermarkt_profile,800000,800000.0,2024-06-04,,,800000.0,800000.0,https://www.transfermarkt.co.uk/mohammad-ghorbani/profil/spieler/856087,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hossein Hosseini,Iran,700000,transfermarkt_profile,850000,700000.0,2023-11-28,1500000.0,2025-05-15,700000.0,850000.0,https://www.transfermarkt.co.uk/amirhossein-hosseinzadeh/profil/spieler/542380,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ramin Rezaeian,Iran,450000,transfermarkt_profile,1200000,450000.0,2023-11-28,,,450000.0,1200000.0,https://www.transfermarkt.co.uk/ramin-rezaeian/profil/spieler/188312,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Dennis Eckert,Iran,2000000,transfermarkt_profile,2500000,2000000.0,2025-12-10,2500000.0,2025-06-11,2000000.0,2500000.0,https://www.transfermarkt.co.uk/dennis-eckert-ayensa/profil/spieler/249303,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Danial Eiri,Iran,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Amirmohammad Razzaghinia,Iran,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Max Crocombe,New Zealand,225000,salimt_latest_market_value,225000,,,225000.0,2025-06-17,,,https://www.transfermarkt.co.uk/max-crocombe/profil/spieler/207843,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tim Payne,New Zealand,450000,salimt_latest_market_value,450000,,,450000.0,2025-06-02,,,https://www.transfermarkt.co.uk/tim-payne/profil/spieler/149901,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Francis de Vries,New Zealand,600000,salimt_latest_market_value,600000,,,600000.0,2025-06-02,,,https://www.transfermarkt.co.uk/francis-de-vries/profil/spieler/207061,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tyler Bindon,New Zealand,1500000,transfermarkt_profile,1500000,1500000.0,2025-12-03,1200000.0,2025-06-17,1500000.0,1500000.0,https://www.transfermarkt.co.uk/tyler-bindon/profil/spieler/1007720,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Michael Boxall,New Zealand,150000,salimt_latest_market_value,150000,,,150000.0,2025-06-04,,,https://www.transfermarkt.co.uk/michael-boxall/profil/spieler/81723,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Joe Bell,New Zealand,1200000,transfermarkt_profile,1500000,1200000.0,2024-06-12,2000000.0,2025-06-17,1200000.0,1500000.0,https://www.transfermarkt.co.uk/joe-bell/profil/spieler/345700,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Matthew Garbett,New Zealand,500000,transfermarkt_profile,500000,500000.0,2023-07-04,400000.0,2025-05-27,500000.0,500000.0,https://www.transfermarkt.co.uk/matthew-garbett/profil/spieler/617019,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Marko Stamenić,New Zealand,3000000,transfermarkt_profile,5000000,3000000.0,2025-12-03,3000000.0,2025-05-22,3000000.0,5000000.0,https://www.transfermarkt.co.uk/marko-stamenic/profil/spieler/617018,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Chris Wood,New Zealand,8000000,transfermarkt_profile,18000000,8000000.0,2025-12-09,10000000.0,2025-05-29,8000000.0,18000000.0,https://www.transfermarkt.co.uk/chris-wood/profil/spieler/108725,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Sarpreet Singh,New Zealand,600000,transfermarkt_profile,1500000,600000.0,2023-10-20,300000.0,2025-06-22,600000.0,1500000.0,https://www.transfermarkt.co.uk/sarpreet-singh/profil/spieler/350357,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Elijah Just,New Zealand,350000,transfermarkt_profile,350000,350000.0,2023-06-26,,,350000.0,350000.0,https://www.transfermarkt.co.uk/elijah-just/profil/spieler/485672,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alex Paulsen,New Zealand,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/alex-paulsen/profil/spieler/617009,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Liberato Cacace,New Zealand,3000000,transfermarkt_profile,3000000,3000000.0,2025-12-03,3000000.0,2025-06-16,3000000.0,3000000.0,https://www.transfermarkt.co.uk/liberato-cacace/profil/spieler/469211,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alex Rufer,New Zealand,600000,salimt_latest_market_value,600000,,,600000.0,2025-06-02,,,https://www.transfermarkt.co.uk/alex-rufer/profil/spieler/256019,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nando Pijnaker,New Zealand,175000,transfermarkt_profile,200000,175000.0,2023-06-22,,,175000.0,200000.0,https://www.transfermarkt.co.uk/nando-pijnaker/profil/spieler/455425,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Finn Surman,New Zealand,800000,salimt_latest_market_value,800000,,,800000.0,2025-06-04,,,https://www.transfermarkt.co.uk/finn-surman/profil/spieler/724809,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kosta Barbarouses,New Zealand,500000,transfermarkt_profile,800000,500000.0,2023-04-05,350000.0,2025-06-02,500000.0,800000.0,https://www.transfermarkt.co.uk/kosta-barbarouses/profil/spieler/50200,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ben Waine,New Zealand,550000,salimt_latest_market_value,550000,,,550000.0,2025-06-17,,,https://www.transfermarkt.co.uk/ben-waine/profil/spieler/539502,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ben Old,New Zealand,600000,transfermarkt_profile,800000,600000.0,2025-12-11,700000.0,2025-06-02,600000.0,800000.0,https://www.transfermarkt.co.uk/ben-old/profil/spieler/617021,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Callum McCowatt,New Zealand,2000000,transfermarkt_profile,2000000,2000000.0,2025-12-15,,,2000000.0,2000000.0,https://www.transfermarkt.co.uk/callum-mccowatt/profil/spieler/400797,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jesse Randall,New Zealand,350000,salimt_latest_market_value,350000,,,350000.0,2025-06-02,,,https://www.transfermarkt.co.uk/jesse-randall/profil/spieler/677509,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Michael Woud,New Zealand,250000,transfermarkt_profile,500000,250000.0,2023-06-28,200000.0,2025-06-02,250000.0,500000.0,https://www.transfermarkt.co.uk/michael-woud/profil/spieler/350347,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ryan Thomas,New Zealand,900000,transfermarkt_profile,3000000,900000.0,2024-05-31,700000.0,2025-05-27,900000.0,3000000.0,https://www.transfermarkt.co.uk/ryan-thomas/profil/spieler/203357,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Callan Elliot,New Zealand,300000,transfermarkt_profile,300000,300000.0,2024-05-30,300000.0,2025-06-02,300000.0,300000.0,https://www.transfermarkt.co.uk/callan-elliot/profil/spieler/482204,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Lachlan Bayliss,New Zealand,350000,salimt_latest_market_value,350000,,,350000.0,2025-06-02,,,https://www.transfermarkt.co.uk/lachlan-bayliss/profil/spieler/1109358,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tommy Smith,New Zealand,100000,salimt_latest_market_value,100000,,,100000.0,2025-06-02,,,https://www.transfermarkt.co.uk/tommy-smith/profil/spieler/54381,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Vozinha,Cape Verde,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Stopira,Cape Verde,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Diney,Cape Verde,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Roberto Lopes,Cape Verde,0,missing,0,,,,,,,,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Logan Costa,Cape Verde,18000000,transfermarkt_profile,18000000,18000000.0,2025-12-12,18000000.0,2025-06-08,18000000.0,18000000.0,https://www.transfermarkt.co.uk/logan-costa/profil/spieler/484988,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kevin Pina,Cape Verde,4500000,transfermarkt_profile,5000000,4500000.0,2025-12-16,5000000.0,2025-06-03,4500000.0,5000000.0,https://www.transfermarkt.co.uk/kevin-lenini/profil/spieler/544586,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jovane Cabral,Cape Verde,800000,transfermarkt_profile,10000000,800000.0,2025-12-18,1000000.0,2025-05-29,800000.0,10000000.0,https://www.transfermarkt.co.uk/jovane-cabral/profil/spieler/448466,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
João Paulo,Cape Verde,0,missing,0,,,,,,,https://www.transfermarkt.co.uk/joao-paulo/profil/spieler/623965,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
